NO,ID POOLING ORDER,BUSSINES SEGMENT,ORGANIZATION,BOOKING DATE,NO JOB ORDER,NO FO,CUSTOMER NAME,SAT (SERVICE AGREEMENT TYPE),CONSIGNE,SALES PRODUCT,ESTIMATE REQ DLV DATE,PRODUCT,ATTACHMENT,CONTAINER TYPE,QUANTITY,FREIGHT TYPE,TRANSPORT TYPE,PICK UP LOCATION,ADDRESS LOADING POINT,ORIGIN,DROP OF LOCATION,ADDRESS UNLOADING POINT,DESTINATION,COMMERCIAL ROUTE,SQ NUMBER,DATE CONFIRM,CONFIRMED QTY,TOTAL MISSED,REASON MISSED,STATUS POOLING,PIC NAME,UPLOAD DOCUMENT,,
225,SM-D000234,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 10:00,F1O0001023 - 2336933110,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 10:00,2,,,CONFIRM,M. SANDI PRAWIRA,,,
226,SM-D000235,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 11:15,F1O0000501,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,7,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,21/08/2026 11:15,7,,,CONFIRM,M. SANDI PRAWIRA,,,
227,SM-D000236,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 15:03,F1O0001036 - 272574887,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,21/08/2026 15:03,2,,,CONFIRM,M. SANDI PRAWIRA,,,
228,SM-D000237,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 15:49,F1O0000880 - 080600569496,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 15:49,3,,,CONFIRM,M. SANDI PRAWIRA,,,
229,SM-D000238,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 15:49,F1O0001030 - 080600564681,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 15:49,2,,,CONFIRM,M. SANDI PRAWIRA,,,
230,SM-D000239,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 15:49,F1O0001066 - 08060056652,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 15:49,1,,,CONFIRM,M. SANDI PRAWIRA,,,
231,SM-D000240,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 15:49,F1O0001067 - 080600566462,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 15:49,1,,,CONFIRM,M. SANDI PRAWIRA,,,
232,SM-D000241,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 15:52,F1O0001068 - 080600517615,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 15:49,2,,,CONFIRM,M. SANDI PRAWIRA,,,
233,SM-D000242,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 15:52,F1O0001032 - 44393497,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,23/08/2026 10:00,CNTD40FT,,40FT,8,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,21/08/2026 15:49,8,,,CONFIRM,M. SANDI PRAWIRA,,,
234,SM-D000243,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 18:57,F1O0000862 - 080600569488,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 18:57,2,,,CONFIRM,M. SANDI PRAWIRA,,,
235,SM-D000244,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 18:57,F1O0001012 - JKTG66082300,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,18,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 18:57,18,,,CONFIRM,M. SANDI PRAWIRA,,,
236,SM-D000245,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 18:57,F1O0001025 - 2336354801,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,23/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 18:57,2,,,CONFIRM,M. SANDI PRAWIRA,,,
237,SM-D000246,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 18:57,F1O0000932 - EBKG18126552,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 18:57,1,,,CONFIRM,M. SANDI PRAWIRA,,,
238,SM-D000247,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 18:57,F1O0000933 - EBKG18126217,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 18:57,10,,,CONFIRM,M. SANDI PRAWIRA,,,
239,SM-D000248,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 18:57,F1O0001060 - 080600567370,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,23/08/2026 10:00,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 18:57,4,,,CONFIRM,M. SANDI PRAWIRA,,,
240,SM-D000249,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 18:57,F1O0001062 - 080600566624,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,23/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 18:57,2,,,CONFIRM,M. SANDI PRAWIRA,,,
241,SM-D000250,ILS,Tanah Merdeka Petra - Sinarmas,23/08/2026 13:57,F1O0000695 - 2334654580,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 12:00,CNTD40FT,,40FT,9,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,23/08/2026 13:57,9,,,CONFIRM,M. SANDI PRAWIRA,,,
242,SM-D000251,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 18:57,F1O0000932 - EBKG18126552,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,21/08/2026 18:57,1,,,CONFIRM,M. SANDI PRAWIRA,,,
243,SM-D000252,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 18:57,F1O0000933 - EBKG18126217,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,21/08/2026 18:57,10,,,CONFIRM,M. SANDI PRAWIRA,,,
244,SM-D000253,ILS,Tanah Merdeka Petra - Sinarmas,23/08/2026 18:57,F1O0000704 - 2334239700,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,40,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,23/08/2026 18:57,40,,,CONFIRM,M. SANDI PRAWIRA,,,
245,SM-D000254,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 18:57,F1O0000932 - EBKG18126552,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 18:57,1,,,CANCEL,M. SANDI PRAWIRA,,,
246,SM-D000255,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 18:57,F1O0000933 - EBKG18126217,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 18:57,10,,,CANCEL,M. SANDI PRAWIRA,,,
247,SM-D000256,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 9:30,F1O0000558 - JKTG65209300,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 9:30,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,24/08/2026 9:30,2,,,CONFIRM,M. SANDI PRAWIRA,,,
248,SM-D000257,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 9:30,F1O0001075 - 2336976720,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 9:30,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,24/08/2026 9:30,3,,,CONFIRM,M. SANDI PRAWIRA,,,
249,SM-D000258,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 9:30,F1O0001080 - 2336976630,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 9:30,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,24/08/2026 9:30,2,,,CONFIRM,M. SANDI PRAWIRA,,,
250,SM-D000259,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 9:30,F1O0000852 - EBKG17762931,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 9:30,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,24/08/2026 9:30,2,,,CONFIRM,M. SANDI PRAWIRA,,,
251,SM-D000260,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 9:30,F1O0001061 - 080600566616,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 9:30,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,24/08/2026 9:30,2,,,CONFIRM,M. SANDI PRAWIRA,,,
252,SM-D000261,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 11:17,F1O0000559 - JKT600660200,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 11:17,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,24/08/2026 11:17,3,,,CONFIRM,M. SANDI PRAWIRA,,,
253,SM-D000262,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 11:17,F1O0001064 - 080600566641,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 11:17,CNTD40FT,,40FT,5,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,24/08/2026 11:17,5,,,CONFIRM,M. SANDI PRAWIRA,,,
254,SM-D000263,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 11:17,F1O0001065 - 080600567396,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 11:17,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,24/08/2026 11:17,4,,,CONFIRM,M. SANDI PRAWIRA,,,
255,SM-D000264,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 11:17,F1O0001087 - JKTG72628600,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 11:17,CNTD40FT,,40FT,9,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,24/08/2026 11:17,9,,,CONFIRM,M. SANDI PRAWIRA,,,
256,SM-D000265,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 16:33,F1O0001052 - GOSUJKT8132274,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 16:33,CNTD40FT,,40FT,35,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,24/08/2026 16:33,35,,,CONFIRM,M. SANDI PRAWIRA,,,
257,SM-D000266,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 16:33,F1O0001010 - JKTG66090900,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 16:33,CNTD40FT,,40FT,9,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,24/08/2026 16:33,9,,,CONFIRM,M. SANDI PRAWIRA,,,
258,SM-D000267,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 17:19,F1O0000994 - JKTG69262603,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 17:19,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,24/08/2026 17:19,2,,,CONFIRM,M. SANDI PRAWIRA,,,
259,SM-D000268,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 17:54,F1O0001088 - JKTG72632800,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 17:54,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,24/08/2026 17:54,2,,,CONFIRM,M. SANDI PRAWIRA,,,
260,SM-D000269,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 17:54,F1O0000984 - 80333816,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 17:54,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,24/08/2026 17:54,2,,,CONFIRM,M. SANDI PRAWIRA,,,
261,SM-D000270,ILS,Tanah Merdeka Petra - Sinarmas,24/08/2026 17:54,F1O0000985 - 31226039,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,24/08/2026 17:54,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,24/08/2026 17:54,1,,,CONFIRM,M. SANDI PRAWIRA,,,
262,SM-D000271,ILS,Tanah Merdeka Petra - Sinarmas,25/08/2026 11:32,F1O0000628,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,25/08/2026 11:32,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,25/08/2026 11:32,3,,,CONFIRM,M. SANDI PRAWIRA,,,
263,SM-D000272,ILS,Tanah Merdeka Petra - Sinarmas,26/08/2026 11:05,F1O0000982 - JKTG69324500,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,26/08/2026 11:05,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,25/08/2026 11:32,2,,,CONFIRM,M. SANDI PRAWIRA,,,
264,SM-D000273,ILS,Tanah Merdeka Petra - Sinarmas,26/08/2026 12:04,F1O0000835 - JKTG59814800,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,26/08/2026 11:05,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,26/08/2026 12:04,4,,,CONFIRM,M. SANDI PRAWIRA,,,
265,SM-D000274,ILS,Tanah Merdeka Petra - Sinarmas,26/08/2026 12:04,F1O0000834 - JKTG59814801,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,26/08/2026 11:05,CNTD40FT,,40FT,5,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,26/08/2026 12:04,5,,,CONFIRM,M. SANDI PRAWIRA,,,
266,SM-D000275,ILS,Tanah Merdeka Petra - Sinarmas,26/08/2026 19:16,F1O0000689- 2334149940,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,26/08/2026 19:16,CNTD40FT,,40FT,13,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,26/08/2026 19:16,13,,,CONFIRM,M. SANDI PRAWIRA,,,
267,SM-D000276,ILS,Tanah Merdeka Petra - Sinarmas,26/08/2026 10:16,F1O0000558 - JKTG65209300,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,26/08/2026 19:16,CNTD40FT,,40FT,`1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,26/08/2026 19:16,1,,,CONFIRM,M. SANDI PRAWIRA,,,
268,SM-D000277,ILS,Tanah Merdeka Petra - Sinarmas,26/08/2026 21:57,F1O0001112 - 2337405590,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,26/08/2026 21:57,2,,,CONFIRM,M. SANDI PRAWIRA,,,
